Annot1 Annot2 Annot3 Annot4	Duration	Begintime	Endtime	Path
breathy nasal L-open open	82	296076	296158	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp1\F01_Grupp1.eaf
voiced nasal L-open open	32	296158	296190	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp1\F01_Grupp1.eaf
voiced nasal lip_occlusion TM#	184	296190	296374	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp1\F01_Grupp1.eaf
breathy nasal lip_occlusion TM#	244	296374	296618	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp1\F01_Grupp1.eaf
voiced nasal lip_occlusion TM#	909	296618	297527	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp1\F01_Grupp1.eaf
breathy oral L-open open	22	358526	358548	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp1\F01_Grupp1.eaf
breathy nasal L-open open	50	358548	358598	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp1\F01_Grupp1.eaf
voiced nasal L-open open	2269	358598	360867	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp1\F01_Grupp1.eaf
breathy oral L-open open	117	448925	449042	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp1\F01_Grupp1.eaf
voiced oral L-open open	129	449042	449171	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp1\F01_Grupp1.eaf
voiced nasal L-open open	151	449171	449322	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp1\F01_Grupp1.eaf
voiced nasal lip_occlusion TM#	3223	449322	452545	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp1\F01_Grupp1.eaf
voiced oral L-open open	91	832477	832568	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp1\F01_Grupp1.eaf
voiced oral lip_occlusion TM#	26	832568	832594	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp1\F01_Grupp1.eaf
voiced nasal lip_occlusion TM#	134	832594	832728	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp1\F01_Grupp1.eaf
voiced oral L-open myoelastic	379	862346	862725	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp1\F01_Grupp1.eaf
voiced oral L-open myoelastic	3240	862725	865965	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp1\F01_Grupp1.eaf
voiced oral L-open TM#	1691	417247	418938	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp2\F01_Grupp2.eaf
voiced oral L-open open	38	418938	418976	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp2\F01_Grupp2.eaf
voiced nasal lip_occlusion TM#	2261	418976	421237	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp2\F01_Grupp2.eaf
voiced oral L-turbulent TM#	158	562656	562814	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp2\F01_Grupp2.eaf
voiced oral L-open open	46	562814	562860	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp2\F01_Grupp2.eaf
voiced oral L-open open	172	562860	563032	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp2\F01_Grupp2.eaf
voiced nasal lip_occlusion TM#	520	563032	563552	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp2\F01_Grupp2.eaf
breathy oral L-open open	158	866939	867097	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp2\F01_Grupp2.eaf
voiced oral L-open open	318	867097	867415	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp2\F01_Grupp2.eaf
breathy oral L-open open	41	867415	867456	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp2\F01_Grupp2.eaf
breathy oral L-open open	66	867976	868042	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp2\F01_Grupp2.eaf
voiced oral L-open open	40	868042	868082	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp2\F01_Grupp2.eaf
voiced oral L-open open	244	868082	868326	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp2\F01_Grupp2.eaf
breathy oral L-open open	94	868326	868420	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp2\F01_Grupp2.eaf
voiced oral L-open open	4675	868957	873632	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp2\F01_Grupp2.eaf
voiced oral L-open myoelastic	5676	1060846	1066522	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp2\F01_Grupp2.eaf
breathy nasal L-open open	83	365748	365831	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
voiced nasal L-open open	691	365831	366522	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
breathy nasal L-open open	42	366996	367038	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
voiced nasal L-open open	719	367038	367757	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
voiced nasal L-open open	763	368214	368977	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
voiced nasal L-open open	189	624581	624770	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
voiced nasal L-open open	166	624770	624936	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
voiced nasal L-open open	208	624936	625144	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
voiced nasal L-open open	70	625144	625214	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
voiced nasal L-open open	43	625214	625257	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
voiced nasal L-open open	141	625484	625625	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
voiced oral L-open open	115	625931	626046	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
voiced oral L-open open	92	626304	626396	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
voiced nasal L-open occlusion	11	626633	626644	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
voiced nasal L-open turbulent	7	626644	626651	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
voiced nasal L-open open	138	626651	626789	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
voiced oral L-open open	71	627145	627216	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
voiced oral L-open open	47	627216	627263	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
voiced oral L-open open	148	627263	627411	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
voiced oral L-open open	75	627411	627486	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
voiced oral L-open open	142	627486	627628	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
voiced oral L-open turbulent	37	627858	627895	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
voiced oral L-open open	157	627895	628052	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
breathy oral L-open open	28	628361	628389	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
voiced oral L-open open	109	628389	628498	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
voiced oral L-open occlusion	15	628678	628693	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
voiced oral L-open turbulent	22	628693	628715	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
voiced oral L-open open	83	628715	628798	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
breathy nasal L-open open	172	763883	764055	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
voiced nasal L-open open	49	764055	764104	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
voiced nasal lip_occlusion TM#	283	764400	764683	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
falsetto oral L-open open	1173	811230	812403	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
falsetto oral L-open open	160	812403	812563	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
falsetto oral L-open open	1902	812563	814465	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
falsetto oral L-open open	275	814465	814740	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
falsetto oral L-open open	295	814740	815035	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
falsetto oral L-open open	510	815035	815545	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
falsetto oral L-open open	1311	815545	816856	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
voiced oral myoelastic_lax TM#	996	970028	971024	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
voiced oral L-open TM#	362	971024	971386	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
voiced nasal L-open TM#	130	971386	971516	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
voiced nasal lip_occlusion TM#	2083	971516	973599	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp3\F01_Grupp3.eaf
voiced oral L-open turbulent	1460	111761	113221	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
voiced oral L-turbulent TM#	751	605822	606573	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
voiced oral L-open myoelastic	143	606573	606716	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
voiced oral L-turbulent TM#	669	607008	607677	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
voiced oral L-open myoelastic	218	607677	607895	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
voiced oral L-open turbulent	77	607895	607972	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
voiced oral L-turbulent TM#	659	608174	608833	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
falsetto oral L-open open	108	769537	769645	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
falsetto nasal L-open open	5	769645	769650	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
falsetto nasal L-open occlusion	984	769650	770634	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp4\F01_Grupp4.eaf
voiced oral L-open myoelastic	147	172339	172486	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
voiced oral L-open myoelastic	170	172486	172656	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
voiced oral L-open myoelastic	563	172656	173219	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
voiced oral L-open open	174	173219	173393	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
falsetto oral L-open open	54	187971	188025	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
falsetto oral L-open open	21	188025	188046	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
falsetto oral L-open open	48	188046	188094	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
falsetto oral L-open open	68	188187	188255	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
falsetto oral L-open open	29	188255	188284	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
falsetto oral L-open open	50	188284	188334	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
voiced oral L-open turbulent	12	337266	337278	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
voiced oral L-open turbulent	105	337278	337383	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
voiced oral L-open turbulent	308	337383	337691	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
falsetto oral L-open turbulent	124	337691	337815	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
falsetto oral L-open turbulent	68	337815	337883	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
falsetto oral L-open open	194	337883	338077	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
falsetto oral L-open turbulent	27	535738	535765	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
falsetto oral L-open open	25	535765	535790	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
falsetto oral L-open turbulent	43	535790	535833	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
falsetto oral L-open turbulent	50	535925	535975	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
falsetto oral L-open open	58	535975	536033	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
falsetto oral L-open turbulent	50	536033	536083	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
falsetto oral L-open turbulent	15	536143	536158	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
falsetto oral L-open open	50	536158	536208	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
falsetto oral L-open turbulent	24	536208	536232	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
falsetto oral L-open open	79	536296	536375	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
voiced nasal L-open occlusion	77	567303	567380	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
voiced nasal L-open open	433	567380	567813	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
falsetto oral L-open open	500	616517	617017	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
falsetto nasal L-open open	91	617017	617108	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
falsetto nasal L-open open	121	617108	617229	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
falsetto nasal L-open open	598	617229	617827	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
voiced nasal L-open open	1490	617827	619317	L:\voicelab\skatvg\SkAT-VG database\F01_2014-11-28\F01_ELAN\F01_Grupp5\F01_Grupp5.eaf
falsetto oral L-open open	63	87279	87342	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
falsetto oral lip_occlusion TM#	53	87342	87395	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
falsetto oral L-open open	69	87395	87464	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
falsetto oral lip_occlusion TM#	44	87464	87508	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
falsetto oral L-open open	83	87508	87591	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
falsetto oral lip_occlusion TM#	36	87591	87627	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
falsetto oral L-open open	243	87627	87870	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
voiced oral myoelastic_lax open	2495	156419	158914	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
falsetto nasal L-open open	70	248707	248777	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
falsetto nasal L-open open	147	248777	248924	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
falsetto nasal L-open open	517	248924	249441	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
voiced oral L-turbulent TM#	44	453421	453465	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
falsetto oral L-turbulent TM#	516	454007	454523	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
voiced oral myoelastic_lax TM#	432	665797	666229	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
voiced oral myoelastic_lax TM#	384	666466	666850	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
falsetto nasal L-open open	506	719209	719715	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp1\F02_Grupp1.eaf
voiced oral L-turbulent TM#	74	147352	147426	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
voiced oral L-open turbulent	1378	147426	148804	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
falsetto oral L-open open	18	260843	260861	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
falsetto oral L-open open	36	260861	260897	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
falsetto oral L-open open	57	260897	260954	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
falsetto oral L-open open	25	260954	260979	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
falsetto oral L-open open	49	261076	261125	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
falsetto oral L-open open	83	261125	261208	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
falsetto oral L-open myoelastic	1885	326493	328378	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp2\F02_Grupp2.eaf
falsetto oral L-open open	26	388834	388860	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp3\F02_Grupp3.eaf
falsetto oral L-open open	39	388860	388899	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp3\F02_Grupp3.eaf
falsetto oral L-open open	5900	388899	394799	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp3\F02_Grupp3.eaf
voiced oral L-open open	488	1221611	1222099	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp3\F02_Grupp3.eaf
voiced oral L-open open	2000	1222099	1224099	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp3\F02_Grupp3.eaf
voiced oral L-turbulent TM#	88	1356219	1356307	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp3\F02_Grupp3.eaf
voiced oral L-turbulent open	88	1356307	1356395	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp3\F02_Grupp3.eaf
voiced oral myoelastic_lax open	3410	703451	706861	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp4\F02_Grupp4.eaf
voiced oral L-open open	94	1032703	1032797	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp4\F02_Grupp4.eaf
voiced nasal L-open open	44	1032797	1032841	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp4\F02_Grupp4.eaf
voiced nasal L-open open	130	1032841	1032971	L:\voicelab\skatvg\SkAT-VG database\F02_2014-12-18\F02_ELAN\F02_Grupp4\F02_Grupp4.eaf
